Date,Executive Board,Executive Committee,None Executive,Significant Shareholders
2017-07-31,36.72674135411593,16.220165611300537,13.979542133463225,33.07355090112031
2017-08-01,36.224489795918366,16.734693877551017,13.826530612244897,33.214285714285715
2017-08-02,36.83920704845815,17.12555066079295,13.105726872246695,32.929515418502206
2017-08-03,36.413862380713205,16.574585635359114,13.66147664490206,33.350075339025615
2017-08-04,36.17407071622847,17.1350861287398,13.553943789664553,33.13689936536718
2017-08-05,36.415882967607104,15.778474399164052,13.845350052246602,33.96029258098224
2017-08-06,35.900473933649295,15.639810426540285,14.632701421800947,33.82701421800948
2017-08-07,34.24487259167186,17.339962709757618,14.978247358607833,33.43691733996271
2017-08-08,32.1072319201995,17.643391521197007,16.14713216957606,34.10224438902743
2017-08-09,32.98701298701299,17.857142857142858,16.948051948051948,32.20779220779221
2017-08-10,34.53279164248404,16.889146836912364,16.13464886825305,32.44341265235056
2017-08-11,33.92434988179669,16.016548463356976,16.252955082742318,33.80614657210402
2017-08-12,33.046357615894046,15.364238410596029,16.68874172185431,34.90066225165563
2017-08-14,32.78061224489795,16.581632653061224,16.581632653061224,34.056122448979586
2017-08-15,30.54567022538553,20.344009489916964,16.488730723606167,32.62158956109134
2017-08-16,30.629539951573847,19.249394673123486,16.525423728813557,33.5956416464891
2017-08-17,31.41616928920239,18.339663591969614,16.928920238741185,33.31524688008682
2017-08-18,32.47496423462089,18.21649976156414,16.54744873628994,32.761087267525035
2017-08-19,32.85123966942149,18.181818181818183,16.632231404958677,32.33471074380165
2017-08-21,35.72526909277294,17.27319323423885,15.530497180932853,31.47104049205536
2017-08-22,32.729805013927574,17.36304549675023,13.788300835654596,36.1188486536676
2017-08-23,31.43390938813638,18.169079869219992,14.572629612330687,35.82438113031294
2017-08-24,30.270270270270274,18.873873873873876,15.765765765765765,35.09009009009009
2017-08-25,30.98196392785571,18.35671342685371,15.150300601202407,35.51102204408817
2017-08-26,31.115028646981045,18.113706478624945,15.293080652269719,35.478184222124284
2017-08-27,32.84038755736869,15.451300356960736,14.992350841407445,36.715961244263134
2017-08-28,32.78606965174129,17.11442786069652,15.273631840796021,34.82587064676617
2017-08-29,32.726401533301384,18.160038332534736,15.093435553425968,34.0201245807379
2017-08-30,32.70052206929283,19.126720455624106,16.089226388229708,32.08353108685335
2017-08-31,33.61665958351041,18.572035699107523,16.447088822779428,31.364215894602637
2017-09-01,32.117695814338994,19.933692498963946,17.157065893079153,30.791545793617903
2017-09-04,35.13978494623656,20.688172043010756,19.13978494623656,25.032258064516128
2017-09-05,36.09053497942387,20.0,18.847736625514404,25.061728395061728
2017-09-06,39.1843262694922,20.07197121151539,18.07277089164334,22.67093162734906
2017-09-07,39.98419596997234,20.426708810746742,19.122876333465033,20.466218885815884
2017-09-08,40.67400734067401,19.51951951951952,17.784451117784453,22.02202202202202
2017-09-09,40.66555740432612,19.56738768718802,17.73710482529118,22.029950083194674
2017-09-11,41.49616368286445,18.446291560102303,17.87084398976982,22.186700767263424
2017-09-12,42.193548387096776,17.903225806451612,17.838709677419356,22.064516129032256
2017-09-13,41.934457524657965,18.517340120903594,16.831053133948455,22.717149220489972
2017-09-14,42.4860853432282,18.305504019789733,16.79035250463822,22.418058132343845
2017-09-15,42.43697478991596,17.94717887154862,15.936374549819925,23.679471788715485
2017-09-16,42.49263984298332,17.92607131174354,15.472685639515868,24.10860320575728
2017-09-17,42.656080837242875,18.33273186575244,15.337423312883436,23.67376398412126
2017-09-18,41.767955801104975,18.52670349907919,14.843462246777161,24.861878453038678
2017-09-19,41.67286245353159,18.736059479553905,14.460966542750931,25.130111524163567
2017-09-20,40.32578466428288,20.500595947556615,15.574096146205799,23.59952324195471
2017-09-21,40.42940320232896,20.232896652110625,16.448326055312954,22.88937409024745
2017-09-22,40.13230429988974,20.470415288496874,17.162807791253215,22.23447262036016
2017-09-23,39.79879275653924,21.04627766599598,17.1830985915493,21.971830985915496
2017-09-24,40.22140221402214,19.741697416974173,17.988929889298895,22.047970479704798
2017-09-25,39.92431409649953,19.914853358561967,17.313150425733205,22.847682119205295
2017-09-26,40.95378564405113,20.058997050147493,18.682399213372662,20.304818092428707
2017-09-27,41.01027397260274,19.820205479452056,18.493150684931507,20.676369863013697
2017-09-28,41.212352268394966,19.67213114754098,18.566526877621044,20.548989706443002
2017-09-29,40.27673896783845,18.81077038145101,19.334330590875094,21.578160059835454
2017-09-30,39.89983305509182,18.697829716193656,19.86644407345576,21.535893155258766
2017-10-01,40.91986723565672,17.401612138454247,20.05689900426743,21.621621621621625
2017-10-02,39.61499493414388,17.325227963525837,19.402228976697064,23.657548125633234
2017-10-03,39.90358864488484,17.08623460096411,17.782538832351364,25.22763792179968
2017-10-04,39.710144927536234,17.246376811594203,18.550724637681157,24.492753623188406
2017-10-05,39.735682819383264,17.004405286343616,17.75330396475771,25.506607929515418
2017-10-06,39.41871026339691,16.802906448683014,18.11989100817439,25.658492279745687
2017-10-07,39.40501043841336,16.17954070981211,17.693110647181626,26.722338204592898
2017-10-08,39.13587977457733,15.904821540388225,17.658108954289293,27.301189730745147
2017-10-09,39.176626826029214,14.674634794156708,18.127490039840634,28.021248339973443
2017-10-10,30.819316332067277,10.960390667390124,13.781877373846987,44.4384156266956
2017-10-11,32.16203025866277,10.932162030258665,13.958028306490972,42.947779404587614
2017-10-12,32.59452411994785,11.951325510647544,14.124293785310735,41.329856584093875
2017-10-13,34.724409448818896,11.968503937007872,14.606299212598422,38.7007874015748
2017-10-14,33.75,11.767241379310345,14.870689655172415,39.612068965517246
2017-10-15,33.22290582110743,11.074301940369145,13.866540463795552,41.83625177472787
2017-10-16,33.69008841321545,11.865984178687762,14.332247557003255,40.11167985109353
2017-10-17,33.70216689718764,12.402028584601197,14.983863531581374,38.91194098662979
2017-10-18,33.01133977320454,12.4737505249895,14.321713565728686,40.19319613607728
2017-10-19,32.81487101669196,13.884673748103188,13.846737481031864,39.45371775417299
2017-10-20,31.55963302752294,14.678899082568808,13.614678899082566,40.146788990825684
2017-10-22,37.13039263208919,17.69268056228793,15.802229762481822,29.37469704314106
2017-10-23,37.64296369965191,17.901541521631028,15.564395822973646,28.89109895574341
2017-10-24,38.488843813387426,18.052738336713997,14.95943204868154,28.498985801217035
2017-10-25,38.053581191908144,18.480043739748496,14.215418261344997,29.250956806998357
2017-10-26,38.808837656099904,18.011527377521613,13.97694524495677,29.20268972142171
2017-10-27,38.24289405684755,17.484926787252366,14.38415159345392,29.88802756244617
