Date,ADAS,HFR Equity Hedge Index
2018-06-26,132.290372898,110.440869446
2018-06-27,131.088046396,109.899420442
2018-06-28,130.967444556,109.827516014
2018-06-29,130.71762646,110.357702879
2018-06-30,130.71762646,110.357702879
2018-07-01,130.71762646,110.357702879
2018-07-02,130.381664193,110.612400491
2018-07-03,130.259831722,110.697299695
2018-07-04,130.295520021,110.697299695
2018-07-05,130.614253454,110.750145118
2018-07-06,130.457963315,111.178106411
2018-07-07,130.457963315,111.178106411
2018-07-08,130.457963315,111.178106411
2018-07-09,130.249986673,111.822647306
2018-07-10,130.519494865,111.959525614
2018-07-11,131.443698758,111.340107953
2018-07-12,131.597527635,111.885888549
2018-07-13,131.188958138,112.210757952
2018-07-14,131.188958138,112.210757952
2018-07-15,131.188958138,112.210757952
2018-07-16,131.560608705,111.574013923
2018-07-17,131.39693478,111.527232729
2018-07-18,131.346478908,111.713491186
2018-07-19,130.882531015,111.468323077
2018-07-20,130.93667878,111.584409744
2018-07-21,130.93667878,111.584409744
2018-07-22,130.93667878,111.584409744
